positive|||@bradwilson There will be tons o' chicken available by the first week of August 
positive|||@zaneselvans Zane
positive|||She's old news. The grass is greener now. 
positive|||@rdwikoff um... i hear ya. i didn't know sweat pants turned on homeless people so much. holler 
positive|||@eric_chambers HELLO! nice pic! 
positive|||@vonnyv I MISS YOU!! 
positive|||@tracecyrus http://twitpic.com/6qk7d - Gorgeous
positive|||@janewiedlin http://twitpic.com/6v49i - I can't tell which end is which with the pup on the right.  
positive|||@archangelmaggie i was in that one earlier 
positive|||@kevinspacey Welcome back Theater Guy.  
positive|||@hyperoma thanks 
positive|||@natalieavendano i luv it too 
positive|||@BaconBellyBoy and yeah I love the screengrab feature 
positive|||watching Allo Allo 
positive|||@jinjorge what do i need an avatar for? i keep forgetting to tweet 
positive|||I'll pull down a cloud for you. I'll circle the stars and bring you one back 
positive|||Mig
positive|||just saw big rob about twenty mins ago at the cheescake factoryy it was pretty awesome i talked to him he was super nice 
positive|||going to bed. staying up late every night has officially started. 
positive|||ikea is calling ... again 
positive|||at khyts polishing off some sunday beverages 
positive|||@JillyO yesss it is...i c it  funny
positive|||At Lexy's house with her and Natalie  YAY!!!!!!
positive|||1 week til graduation ) and just found out my roommate 
positive|||@mattChevy Get outta here! That's awesome! Though I think we may need to put that to the test one of these days 
positive|||Smile w/ @MariahCarey @NickCannon awww 2 turtle doves  http://i5.photobucket.com/albums/y175/hanniUndNanni/bet3.jpg - Pic of the Day #6
positive|||@Fingolfin_UK whoops! As long as you didn't strim the cable whilst in use 
positive|||@THEREALNOM  shut the hell up! Shocking how early u was up after alll them diff nutcrackers? Lol
positive|||Hey good to be twittering but to rememebr to twitter that is the thing 
positive|||@inkprincess hey inkprincess! 
positive|||@thought_process  lol u kno me too well
positive|||@cameronreilly Huh? Sorry - Still playing my violin - WITH the mute! 
positive|||@rifferaff Great idea! Our in-laws have some that are just about to bloom - we'll have them for our 1-year anniversary! 
positive|||@lollipop26 contin ... I'm about to place an order online. 
positive|||David Bowie
positive|||.@vickisouza Beautiful job on #levywedding photos!!! Simply Gorgeous! 
positive|||I slept at 2am yesterday 
positive|||@nwphotographer just noticed this now...maybe next time?!  Sounds fun!
positive|||@lundonengland I can't wait until we can take him out! But ummm.. I saw what you wrote to chanel! That's where I'm going tomorrow! 
positive|||I just wanted to point out that everyday I do a little happy dance when I remember I don't have children 
positive|||At South Bay w/ Tiff. Angels &amp; Demons is about to start then CPK for dinner 
positive|||@wika2 good stuff right? Now don?t be buying out the stores and all! 
positive|||Seniors! Please join us for your baccalaureate mass tonight  and stay for lifenight ;)
positive|||@aleshajae3t: hi *hugs*  I'm.good and you? That birdie comment is so cute! I went &quot;awww&quot; for at least 2-3 mins lol
positive|||lay on my bed
positive|||@itsprincess Goodnight and Sweet dreams 
positive|||buying davin's ring today!! 
positive|||Looks like I'm goin to cadillac instead of TC
positive|||I 've been working with Eclipse Galileo RC1 for C++ a couple of days now. No problems yet  #eclipse35
positive|||@kidzanddogs My parents were baptized in the lake!   Nothing like it!
positive|||Fuck you. yeah
positive|||Graduating at 7pm  on June 3rd. Congrats Seniors
positive|||@_AislinnTighee yeah. you're really annoying 
positive|||@jackieLsoreal JACKIE!  Please tell me you'll still teach my charity workshop??? 
positive|||@YourGetaway08  ST0RY 0F MY LiFE HUN
positive|||@RockyMtnScene Don't forget about us!  Check this out http://tr.im/iFMg
positive|||@ddlovato You've got a huge talent 
positive|||@crazzzier yeah! haha! ready n c chie eh 
positive|||starting another new week of looking for work....any leads? 
positive|||@wkdjellybaby to private email??? I will check now....  
positive|||@MsJeannetteA Oh
positive|||@lizzlaw D: only if the person preparing the mcflurry was ill too right... or you eat mcflurry through your nose? 
positive|||@dfizzy i hope you feel better damon 
positive|||Okey dokey. I didn't think being this bored would convince me to go to sleep but I guess I have no choice... Night yall 
positive|||@4cal http://twitpic.com/6m7c0 - Ha
positive|||hey hey hey monday! 
positive|||Took Coco to the mall yesterday but after 30 minutes of shopping
positive|||we love you @jonathanRKnight 
positive|||Drunk w my sister...... Effin GREAT!  drinking away my issues. Round two LET'S GO! :/
positive|||If you see a spam account
positive|||Just put Shrooms and How High on my iPod! 
positive|||@3BoysMommy oh my...I couldn't imagine high school these days... And think how trendy it will be by the time your little ones get there 
positive|||@benny_bennett Lol Glad to have made you chuckle! Am off now so may catch you later.  Have a wonderful day &amp; thanks 4 the Tweets  xx
positive|||@substudio  I have to start shipping in order to start sleeping again! Do you guys have to print to ship still ?
positive|||After you register
positive|||Eating lunch with my wonderful boyfriend who surprised me by coming home early! 
positive|||@jesssicababesss lucky you ... hopefully there will be more than just Manchester and London but its a good start 
positive|||some think of the weekend and a cuppa in bed  what a sunday
positive|||@sarahstanley Thank you Sarah!! Hope you got some food and recovering from your race yesterday!! 
positive|||had a great day with luke! 
positive|||This is possibly as good as it gets. 
positive|||just seen my nephew take his first steps on webcam. What a wonderful sight to wake up to 
positive|||@ladymaryann Oh no
positive|||@BBIZZYYY hahah hellss yeaah 
positive|||I take that back
positive|||done with chili
positive|||absolutely nothing 
positive|||OUR PHOTOS :: NOSSAS FOTOS :: http://migre.me/WW9  Follow us 4 good music made in BRAZIL 
positive|||@janeyha I'm stuck with BOO!!!! Jeeeez shoot me now 
positive|||Just back from an excellent concert from the Gardiner Street Gospel Choir in the Helix. Had a bit of an auld guilt-free bop. Great fun 
positive|||Hurrah!  My resins turned out lovely = new craft show inventory and some new items for my shop COMING SOON http://www.divokc.etsy.com 
positive|||I hv this frnd who told me to remove Vista from her laptop
positive|||@achtung_meggie he spontaneously impregnates women with lazzara spawn. No fornication required. 
positive|||i think i found a ride  !
positive|||Nameless Truth... Aren't we all a little bisexual?   ---&gt; http://tinyurl.com/c3pfdw
positive|||@philhenderson Hey its pretty grand down in Bristol too. Hey any room for Social bookmarking in your SEO guide LOL  hint hint
positive|||Mosambe - http://www.mosambe.com/  WOW!!
positive|||just got the hand-me down hardware home now for OS install/config  still need a few more parts to top it all off but making progress!
positive|||@DavidArchie hi.i saw ur interview with eugene..its funny! she's the one who said that you're classmates from u.s elementary school. 
positive|||@lovepeaceunity Great tweets. Cheers. 
positive|||so have a lot to do 2day gettin up bright &amp;&amp; early its beautiful in Orlando right now 
positive|||Up was hilarious &amp; sweet in 3D! everyone should go see it!  Squirrel!!! p.s. @osuntuyi thanks for coming with me! I had a blast! :-D
positive|||@Torillas Hee.  Typical Z bird face.  *loves him*  Thanks woman.  
positive|||Just got back from ferry meadows  @lozdoz123
positive|||It's QVC day!!! Tune in to see me on &quot;In The Kitchen&quot; at NOON ET. And CALL IN to say hi... pleeeeeeeeeeze!!!!! 
positive|||taylor swift - you belong with me. i love this song soo much 
positive|||@johnlogreco  sweet. Does that mean I have to find you another book? Lol
positive|||@illwil2 i heard that! 
positive|||off work now til tues...yay 
positive|||Out Hot97 going to get some food then off to an award ceremony 
positive|||off to play golf with my wonderful husband who took the day off...kids still in school 
positive|||At work! 
positive|||@itsphil thanks for the party i had fun  hope you did too!
positive|||@jaulin I hope you'll get the job!  It's even difficult to get one where you don't actually need an education. What's up with that like?
positive|||Being at work sucks when there is no work to be done. :/  but i do love me some solitaire  i want my book.
positive|||@Evelynkaaa No jiste!! Hayden je nejvetsi sexous.. hned asi po 10 jinejch sexousich 
positive|||Where do you get your energy from?  I wish I could kick the coffee.   http://is.gd/13lE3 @marionfreijsen great post!
positive|||i &lt;3 the Cavs &amp; LeBron is AMAZING! ... &amp; I've OFFICIALLY lived in the United States for 19 years TODAY! yayy 
positive|||@LilliJ  @wipoolplayer @traveleverywher   With warm gratitude!  Thank you for your kind  friendship
positive|||I'm home studying on a Friday night for my final tomorrow... lamers flamers... I'll make up for it tomorrow night  ooohhh yeahhh
positive|||@dwprincessmoni I was the Karen he mentioned that is not going and you requested &quot;2 in the morning!!!&quot; 
positive|||I AINT GOIN 2 BED!! LMAO!!! I AINT PLAYIN!! WRITING ALLLLL NIGGGHHHHT LOOONNNG!!!! The craft WILL be perfected. 
positive|||@lilwldchld [Goodnight. Pleasant dreams  ]@lilwldchld: &quot;One time for old times..... Goodnight &quot; ♫ http://blip.fm/~7h6zg
positive|||@BluePhoenix1 you are magic girl...  LOL
positive|||@RIckyMotes  Amen to that!! lisa.. 
positive|||@misskatastrophe 'a rocket to the moon' is good.  not much screaming as what ching asks for. sure.let me know if you have one! i'll add u!
positive|||@ragdollgonewild Always welcome 
positive|||Waiting on ice cream...and company....but mostly the ice cream. 
positive|||lOOKING oUT SIDE OF MY WINDOW
positive|||In view of the Commission on Higher Education
positive|||@marris19 ha ha.. i was quite drunk yesterday
positive|||@Anne_A4L  checked mail. din find anything new.. saw ur reply a while back tho n replied u
positive|||@mrmintoo yeah... but my dog always has time for me 
positive|||@curtisrshideler but at least you're working. yay for that 
positive|||@Azizshalan My true competitive advantage is knowing everyone in here and being part of your informative
positive|||@SamBennington aww sweetie
positive|||Good Morning all - Blue Skys all round  
positive|||@Ainulm I have somewhere I wanna bring you tmrw before the meeting 
positive|||@patiokitty brrr cold shower!! I've only experienced that once in my life and it was brutal!! I think I will try the tea
positive|||http://twitpic.com/68mhi - Mimosa~What an awesome way to call it a day 
positive|||just got called a slaaaaaag
positive|||@namnampai WHY you can't on M a?  WANNA TALK TO YOU NA!!! (now
positive|||learned the basics of bass Blues lines
positive|||@Sixtiesguy You can order the pants from there too!  Custom order also: http://tr.im/j8s9
positive|||@vette71s Thank you so much for making the Lakers theme for my bb8300 
positive|||@AubreyODay Aubrey u can call me anytime! my name is ariel and my number is 412 596 6958  
positive|||the place next door to me is where i wanted to get my inspection so i can wait in my apartment  but they were out of stickers today lol
positive|||Tallinn is a beautiful city! Some kind of graduation party here yesterday
positive|||@StyMuSiQ im everythiqn  
positive|||i hope RP gets to play Jeff Buckley
positive|||@Stefanvds and how 
positive|||@Jessmardones http://twitpic.com/65z8i - amazing.. loves it
positive|||@Mitchley Thanks for following 
positive|||@cherrybun is it like a marmite sort of thing you'll either love it or hate it?  
positive|||@beautiful_alone nom nom
positive|||Well
positive|||@TheLastDoctor *Hugs you tightly but not too tight and celebrates* Yay! You did it! 
positive|||@GraceMaryLove hello  pwde po makipag-friend?
positive|||New SafeWallet for iPhone/Touch submitted to AppStore. Waiting for approval and moving ahead with new version release! 
positive|||@Amanda_Holden Thinking so far the public got it right every night! Shaheen was AMAZING!!! The Flatley duo = HILARIOUS! 
positive|||@gamehouse I also entered a tech support message because I know its important for tracking ect  good luck on fixing it.
positive|||going to go make some popcorn and watch a movie or something 
positive|||@gtfo dreamwidth
positive|||@Rockstar_Sid I did  $3 for a full length video. Not bad 
positive|||@cherylcoleuk http://twitpic.com/32bap -   Love this one!
positive|||@Mr3001 I loved that movie
positive|||watching larry king live. 
positive|||Ok... this has been one for the books... drove the car through a ditch at 70 mph... but I'm home and alive. 
positive|||neopets 
positive|||@carlzb okay! 
positive|||@benshmoo ya after the gig totally 
positive|||had a great time in the bahamas
positive|||love my roomie and my kimmy 
positive|||@AlanCarr hey
positive|||@ResourcefulMom I agree about the biz savvy 
positive|||@halalpiar  No problem
positive|||Laughing baby http://tr.im/nAoq  Try to watch this and NOT laugh 
positive|||SGA again.  It makes my Saturdays and Sundays start great! 
positive|||at railway mall's coffee bean with fawn &amp; val 
positive|||bout to go out and party! i love my baby G 
positive|||@Eric9to5 You don't have to remind me. 
positive|||New Miley Cyrus Perfoming&gt; http://bit.ly/OlZoV ; Good Morning!! 
positive|||i didnt walk myself
positive|||Hotel California on radio
positive|||@acatinatree very impressive! that's a real tv camera you're standing behind 
positive|||I lost a friend today (Stacey) but I only need my family and TRUE friends. 
positive|||@McEntire1255 Good
positive|||can't stop smiling 
positive|||im not doing anything.... 
positive|||Spray tanning is a wonderful thing!  Excited for tomorrow 
positive|||http://twitpic.com/6aq65 - @dobrock is that your car?! 
positive|||@riphertoshreds_ absolute pleasure! Great site  http://riphertoshreds.wordpress.com/
positive|||sunshine.......... planning to cycle in the dunes today
positive|||Tune into @KLFY TV10 at 10:00pm to watch my awesome directing skills. 
positive|||Sat in my conservatory munching on freezepops  this is the life!!
positive|||Gotta send a postcard to my grandparents. I know that would make them happy 
positive|||Good evening ladies and gents 
positive|||@YaliMarie ; lol I don't even have a car to go to work  haha but ill save you some 
positive|||Feeling quite ill and wishing I could sleep. Also
positive|||@thirstyfishinfo I sure hope so!  
positive|||Awesome song playing as I go to sleep.  Down Goes Another One - McFly 
positive|||hehe
positive|||@danceal not sure how to reply tweet
positive|||first nice day in a while!!! laying out 
positive|||@etiennep @LeighPea oh...yeah....youre right...I meant to say Play in the front yard sprinklers 
positive|||@jeskimo26 Congrats on the test! That's gotta feel good.  And yea
positive|||Good Saturday morning from Seattle where I’ve been drafted into booth duty at a community event later this morning 
positive|||@Qierann Heh
positive|||Hahaha. I'm at a bridal shower in baseball pants and cleats while everyone else is in dresses. 
positive|||@ChellyBum. yesssssss!  ahaha. even though I keep forgetting about the ticket part. D:
positive|||Family and (close) friends are the most important thing. 
positive|||rained out we out  *FML*
positive|||just made a good friend going thru a bad time smile...that makes me smile 
positive|||@ddlovato DON'T build suspense. im knockin it down if u are! 
positive|||@SarahDoodle Oh my goodness
positive|||@countrygirls86 Got a few lines to do and then re-read it! 
positive|||@stillsafe Lol read me like a book 
positive|||@london I miss u like cotton candy  &lt;3
positive|||Yeah. I've been really lazy. Sorry. Buut now I'm going to tha city! Getting my hair cut.  Later!
positive|||re-update =p: Crazy Kart (miniclip version) is FUUUHUUUN! http://is.gd/N4ik - 
positive|||Y!:First Year. 
positive|||got a new dog 
positive|||@bephoebe Too many people/dogs/stuff Too little space/general camping enthusiasm. With @odysseyqueen's brood numbers remain the same 
positive|||@henrik I have.  Well
positive|||Yumm buffalo sauce with chicken wrap!!! And of course Harry Potter and the Goblet of Fire!! 
positive|||Awww
positive|||@sqa Journalism grads can become unpaid bloggers 
positive|||Back home! Went to watch Angels &amp; Demons! NICE! 
positive|||Really hoping tomorrow night is going to be goooood! &amp; i hope i get something extra out of it 
positive|||Heading to bed! Goodnight friends! Here comes a new week! May yours be blessed! 
positive|||To him who asked
positive|||@KINGREF thank u dear 
positive|||@snufsnuf @flawedangel Both of you just made my day! Thank you so much. You know what you did.. Hahaha.. Macam tajuk filem plak 
positive|||and of course @lecitykitty !! cant leave her out of the mix. 
positive|||@tessajames01 im going back to bed hope to spk to u again  take care x
positive|||@danslevin You're welcome and thanks for inviting us to talk. #48hoursnz is like becoming a parent. No one can really prepare you for it 
positive|||Listened to Jenny Lewis songs today- In my next life can I be her??? I think she's so cool! 
positive|||@Luvschweetheart gm 
positive|||@milaaaaycyrusss you should no... hehehe  im so bored..
positive|||Happy father's day to all good dads  espesh mine &lt;3
positive|||Fun night out with Saimah and @NazS1!!  Next weekend
positive|||@peedletuck yea
positive|||@StoneDarth Commented
positive|||good nite world. c u when i get up 4 work 2mrw. 
positive|||It’s great to know that one of my favorite professors told me that she graduated at the age of 26. Now I’ll be graduating at 23. 
positive|||@shanedawson I saw your new video...old video
positive|||youtube is so good
positive|||Just got home from grocery and dinner with parents at a veneto pizzeria ristorante  saw @bernyavadz and her little sis bea
positive|||@websinthe Ta. 
positive|||@AaronMartirano Thanks Aaron  I'm have to start over because of computer issues and this will help 
positive|||@tammamyamout impatiently awaiting its release -- hope to pick one up in July 
positive|||@theFictionaut No worries
positive|||@surrealx  ticke office will be the corner opposite of home plate  flag me down and say hi if you see me!
positive|||@EmsyD G'night!  x
positive|||what the heck is with all this #spymaster hype going on? OK
positive|||HALLELUJAH ITS THE LAST DAY OF SCHOOOL!!! WOOHOOOOOO! 
positive|||Getting nowhere fast this morning. Then again
positive|||@DanHack The more pain he feels the better  RIght.. I will sleep now and dream about this 
positive|||@tristalerit HAPPY BDAY TRISTA! And happy anniversary too!   So much wonderfulness to celebrate! xoxoxo
positive|||soo tired. going to sleep. yes i get to sleep in in the morning too!  night twitterville
positive|||Mmm burning hot sunshine... secretly quite happy the data entry went wrong 
positive|||Done with drunken Tao. Done with Dan Marinos
positive|||listening to The Wallflowers in the morning makes me happy 
positive|||@FantasyParade this upsets me. I'll prob be offline then
positive|||@fighthunger Thanks for the follow Friday! 
positive|||@monyepenny did you rest well ? 
positive|||@iamjonathancook i wannnnuh buy your bold  i hate my old bberrrry
positive|||zomg
positive|||@raidersfan618 of course 
positive|||@Irant WEll as of tomorrow I will be donning a uniform complete w/name tag... sigh...at least I will be in charge of the other uniforms! 
positive|||@GayBenz Thanks! I haven't said YES yet though 
positive|||So i didn't make captain... I DON'T CARE! Im not sad or anything. I promise 
positive|||@bb_nation :-p gravity still up and no memory issue 
positive|||@katiedidituk I can only hope for a live pod next Saturday
positive|||@darenBBC good luck 
positive|||@SallyMesser he still has 'em 
positive|||@gayadesign hahah that's cool ! 
positive|||My mom told me to cover up my tattoo i was like no ho im proud of it. I love my jack tatt. 
positive|||HONOR ROLL!  Congratulate me ppl. 
positive|||Rainy days in NYC are miserable. On the bright side
positive|||At gourmet garage
positive|||I just finished watching two people scream at each other with their eyes while saying nothing with their lips.  It must be love 
positive|||hello 4 day vacation! 
positive|||@PrairieBureau What's with some news about the Chris Martin interview? Please 
positive|||@aussiecynic Hey  I have never watched Dr Who.... lol.. will give it a go now 
positive|||@Brooklynmutt thanks for spreading the word about my Edwin Land pic 
positive|||@YoungQ awesome!!! please can u bring Jordan next time  x
positive|||@bethftw Yeah! CHILL
positive|||@TwoSteppinAnt but it's crazy weird.  hope your days  beautiful
positive|||@Dj_Flava: Have a good flight! Enjoy! 
positive|||@TJAbif @SomersetBob  Thank you for the FF 
positive|||on the way to DC on only 4 hrs of sleep 
positive|||tired...goodnight 
positive|||@nheymann Thanks Bud! 
positive|||Hangoverday. Food
positive|||@deafani You look georgeous! Visit lookletku dong de. Just call me cepey
positive|||@stephenfry Aww isn't she pretty!  I love pigs.
positive|||http://bit.ly/csH3m  Don't say I screwed your shot! 
positive|||First day on the new job - at home 
positive|||@chisaikame At least you can work on you Aussie accent. 
positive|||I  just made the most amazing Banana Bread 
positive|||awwww I am in love with sweethearts 
positive|||@expressivemsr my parents r more than happy !! it was just the rest of family wondering about me.my folks r too cool !! left it all on me 
positive|||@jonathan_tyler http://twitpic.com/6tebx - late night or early morning 
positive|||@fuzzydragons famous last words! lol 
positive|||@CuttaC @cocoandbreezy @zillaman @DatBoiBabyC @WRECKAMIC @ and everyone on here reppin Texas and Dallas
positive|||Beat night ever!  yay
positive|||Yay! Finally time to go home  Mornin babies...
positive|||@PinkM thanks you dear 
positive|||@luvsJonasandVFC YUP! I'm seeing them in August! woot woot!  my first concert was with Corbin Bleu
positive|||Did you know you can shop for AVON online... Its true.. Check out my site: http://www.youravon.com/krystalmoore   Thanks
positive|||@Dev0h why limit your story to 140 ch. Tell all what is #annoying you at www.iamsoannoyed.com 
positive|||suprised that yasmina was hired and kate was fired
positive|||finally the last of the spammers out of my feed... I hope 
positive|||@coffeebased thanks so much  hehe. Will be tweeting a lot. Looking forward to your replies. 
positive|||@alcartwright we track every link we post
positive|||@CatalinaLoves and I should post on my blog often! Haha 
positive|||Hey twitter family!! Have a great day! Stay positive! Be bless! 
positive|||Can't wait to wear my new clothes!! 
positive|||@blue_chi Muscati is a catchy name. Good title for a newspaper or mag 
positive|||@lartist You totally just broke me 
positive|||Jochen Called me a Few minutes ago. Now i am so happy  my sadNess is Gone hihi.
positive|||HaHa Doing My Wii Fit O.o     .. Yay im getting My Stitches Out Tomorro   
positive|||Hittin up church  it rained HARD last nite. xoxo
positive|||sandals
positive|||@Jonasbrothers CALL ME 
positive|||@therealodm @justo1186  Where are we going at 10?  wink!!
positive|||Just wen u thought 3 cuts in the eyebrow was played  ... Re-emergence in McD :]
positive|||@e_sara Thanks Sara! I do plan to keep it up; hopefully ~3 times a week! I'll get over the soreness. 
positive|||Susan Boyle was FANTASTIC 
positive|||@DavidArchie How do you find the Phils so far?  Watching your performances from today on YouTube. You were amazing! 
positive|||@Jenn_estrada  your welcome!!! 
positive|||@zealandsmom Thx for that! 
positive|||@grandoglwiki It is.  But I try to look on the bright side.  But I'll be moping until 12:01 am Tuesday morning.   That's my allowance. 
positive|||i apparently love Awkward momentss hahha 
positive|||@sendsome2me haha
positive|||@geek_rohit hey man.. so you are confirmed right? Got any &quot;stuff&quot; for me? 
positive|||no work for the rest of the week  .
positive|||You're much better. @jonasbrothers  Today = good.
positive|||@bennyalvarado hey alchy  how's working going?
positive|||bonnaroo past http:/tr.im/nGbD too lazy to finish the site or even make the current bits work right. enjoy  
positive|||@charlottehoward I just finished dinner too. Enjoy dinner with your kids! 
positive|||jus chillin &amp; watchin Forensic Files
positive|||@Fearnecotton Anything by McFly or James Morrison 
positive|||Now watching Arrested Development = love 
positive|||@thespeckledpear I'm getting all excited and it isn't even mine! Looking great  Excited for @charmimsy
positive|||Graduated wow this is a great feeling
positive|||@meganwayxo ...I just had a brainstorm. Make icebox cake.  lmfao
positive|||@MsAccidental  sounds like a plan.
positive|||i (almost) couldn't find the chocolate. it was hiding. oh happy night 
positive|||Good morning people! 
positive|||@fanpire44 yeah me too  hope she wins 
positive|||@MichaellaBassam flyziks good like that
positive|||@lovelylenne is that right? danke lovelylenne. G 2 talk 2 ya. talk 2 ya later. have a nice weekend! 
positive|||the barge ride was pretty cool. its not every day you get to have a bbq party floating down the river on a barge  nick made it fun!
positive|||GOD IS AWESOME!!!!!!!!!!! He has filled me with joy!!!  
positive|||watching toy story !!! i wanna no why this person keeps saying there ugly when they aint....... hmmm il have to put a change to this 
positive|||@alitherunner LOL
positive|||@leeteeaee http://twitpic.com/7f493 - oh HEY cutie 
positive|||finished brothers and sisters 2 eps 11 
positive|||twittering
positive|||@MSzTRiN I actually like your hair the way it is!! It's so cute 
positive|||@SayJayyx3 ATTILA THE HAN.. Oh My Goodness Deckkkkeddddddd 
positive|||Gettin a new pair of glasses.    {kcd}
positive|||@Synwpn um you still have leg and arm hairs 
positive|||@dubdotdash @Dubber Peachy hot here in Windy City too Sirs 
positive|||@KristiBice  YAY I have one more term Congrats!! Way to go!!  Hi Im Angie
positive|||@amancay Amancay have a good sleep.  Miss U friend.
positive|||@FletchMcGull You are too sweet  did you get a lot of views on your BBC show??
positive|||Back home from school  .. but i think i failed my german test today
positive|||http://twitpic.com/3ne7x - I don't think Mcfly they will like this pic It's so gay. hahaha   lovely pink ! 
positive|||Off to pick up mine and Robert's Spring Awakening books 
positive|||Watching freddy with @tiffanydere 
positive|||@YulixArashi wow u work there? pretty cool place. haven't seen anything in there tho :p u don't get starstruck anymore do u? 
positive|||@ayueve  Yeah... hei hw is life going 
positive|||@julietweybret http://twitpic.com/67oar - that's the funniest thing i've seen in a long time 
positive|||@georgewezsley LOL - Pull the fire alarm 
positive|||@Teanah So how were the booth boys?  Anywhere near as good?  Did they have an anatomically correct Sam Fisher?  
positive|||@SuzieWong2 
positive|||@saltyshutter haha yes  macdona drive or something is nice(ish) as well xD
positive|||@sociaIIyawkward Never know?? I married my crush 
positive|||@KentuckyTour diiiiiiirrrrtyyy but we like 
positive|||BE CHUHILLLIN ON DA 3RD FLO WIFFA MY BFF CRYSTAL 
positive|||okie im new here
positive|||@AlanCarr  OMG haha i'm going to 
positive|||@RyanLollis Goodnight! 
positive|||Asking for a little help  I'm trying to earn my passion party consulting kit
positive|||@RockDaMullet @Minkus @warped09 @AltPress @MonsterMusic @petewentz @gabrielsaporta @underoathband @vickytcobra it's still #FollowFriday 
positive|||@ceruleanbreeze Awesome #Bones moment! 
positive|||Goodnite loves
positive|||goin for a walk 
positive|||@nexus0321 was it a &quot;yes i'll get on it&quot;? 
positive|||@SpeaksBeliefs LOL eye crusties
positive|||Be Excellent to Each Other 
positive|||to all mothers out there... or even soon to be mothers &gt;8D happy mother's day y'all 
positive|||decided to eat bread tonight because it's too hot. i feel like a fried chicken myself. even just checked my temp
positive|||#musicmonday listening to the  &quot;cut copy&quot; station along with &quot;MGMT&quot; on Pandora.com! 
positive|||Great Video! http://tinyurl.com/c7mjwy - The EZ BAKE OVEN  #420 #marijuana
positive|||@5windows OH thats fine
positive|||@balloonbaboon we only launched in January so bear with me!  We're promoting the site like crazy so I hope that will change  !
positive|||@synf2n Hell yes my friend 
positive|||@emoisforluvers Already? Ok. Have a good night. 
positive|||@Salvagua @LauraLaing @sandrasrockinit @paocamargo @heatho101 Get well soon 
positive|||starting off my morning good 
positive|||~~Blue Oyster Cult – Burning For You~~   ♫ http://blip.fm/~7gszl
positive|||Just got word that my Hershey travel guide will be sold at Transit News at the Harrisburg train station. 
positive|||Hey U guys  Just got back from a 3 day INTENSE music teacher training. First time away from my son &amp; I did not sleep well! How is everyone
positive|||@prettyboib07 ok
positive|||@mathien Good for you! Workin on my fitness too. Right now I'll settle for getting back into my old clothes. 
positive|||Bon día a tothom i bon cap de setmana  ♫ http://blip.fm/~7qevc
positive|||@madmain wow what a hash tag! 
positive|||@thomasfletcher it's fine thanks. We're still improving stuff
positive|||@MonNightMixtape u need to stop playin and support a Queen 
positive|||Watching a movie 
positive|||@32flavorsPR it looks wonderful! great job! and grats on the new fab client 
positive|||@p5ym0n Sadly none as of yet just the conformation of its existence however check here and you will be the first to know 
positive|||@kayoungche I like to pretend bi boys are straight and I'm just *that* good.   http://myloc.me/2QkY
positive|||@anarmnetwork ok thnx! 
positive|||time to take a shower 
positive|||@ColinAC yes. Dont get over excited am not a great gardener. I put the mint in in the sense if the mint spread i wouldn't see the weeds 
positive|||@OhZombieGirl They have them for cheap at walmart here. I send you one. 
positive|||I currently want 4 things: Long hair
positive|||Going to get twitter app 
positive|||@coolgeek93 I think you should go with HP
