"Topic","Sentiment","TweetId","TweetDate","TweetText"
"microsoft","positive","126735438948995072","Wed Oct 19 19:04:17 +0000 2011","Can't wait until I can visit the holodeck! Thanks for sharing. RT @karljuhlke Beam me up #Microsoft! Microsoft has... http://t.co/ZGbk3xnK"
"microsoft","positive","126734527551913984","Wed Oct 19 19:00:40 +0000 2011","@SmartKeitai Yeah I saw it, @Google is taking seriously what #Microsoft has done with #Metro UI but yeah looks good Android 4.0"
"microsoft","positive","126732577301217280","Wed Oct 19 18:52:55 +0000 2011","Why I love #Microsoft &gt; Microsoft hosting Kids TechFest to encourage careers in tech  http://t.co/fmzFWgYv #babygeeks via @Techflash"
"microsoft","positive","126732240368570369","Wed Oct 19 18:51:35 +0000 2011","Microsoft explains new improvements in Windows 8 Start screen search: http://t.co/cxovk5WW #buildingwindows8 @buildwindows8 #tech #microsoft"
"microsoft","positive","126732148144209920","Wed Oct 19 18:51:13 +0000 2011","Microsoft explains new improvements in Windows 8 Start screen search: http://t.co/pq67GRra #buildingwindows8 @buildwindows8 #tech #microsoft"
"microsoft","positive","126731873517965313","Wed Oct 19 18:50:07 +0000 2011","enjoy  #Microsoft #Search Idea Could Let You Search Like Miley http://t.co/GWOkOCEg great"
"microsoft","positive","126730153454870529","Wed Oct 19 18:43:17 +0000 2011","#Microsoft Bing is The New King of Search, Tipped #Google Search http://t.co/61OgLIKA"
"microsoft","positive","126729713568849920","Wed Oct 19 18:41:32 +0000 2011","#Microsoft #PowerPivot gives users the power to create compelling self-service #BI solutions. #infinitywebinar"
"microsoft","positive","126725535677157376","Wed Oct 19 18:24:56 +0000 2011","The Future of #Information: Innovators from #Google, #Microsoft &#Twitter  Nov. 14-18  Info & registration at http://t.co/kJKZ77Zy #UMD"
"microsoft","positive","126725332031127552","Wed Oct 19 18:24:08 +0000 2011","Another Gem from #Microsoft - Curate your personal history with  ""Project Greenwich"".  Available later this month. http://t.co/KgNrbVgp"
"microsoft","positive","126721324042305536","Wed Oct 19 18:08:12 +0000 2011","Beam me up #Microsoft! Microsoft has #holoDesk research project: http://t.co/KlMgkh5V"
"microsoft","positive","126716103123673088","Wed Oct 19 17:47:27 +0000 2011","Thanks to Steffen Krause #Microsoft for a great SQL Server Session @EuropeanSP."
"microsoft","positive","126715314007314434","Wed Oct 19 17:44:19 +0000 2011","This is how charity works these days. http://t.co/839klkFH #billgates #philanthropy #microsoft"
"microsoft","positive","126714241427312641","Wed Oct 19 17:40:04 +0000 2011","Ballmer Thinks You Have To Be A Computer Scientist To Use Android http://t.co/VKV2TBcj #tech #microsoft (i agree to some extent)"
"microsoft","positive","126709513947594753","Wed Oct 19 17:21:16 +0000 2011","We have had a great time at #TechEdAfrica thanks to all the sponsors, delegates, #Microsoft and #mimecastsa."
"microsoft","positive","126705831126384640","Wed Oct 19 17:06:38 +0000 2011","Validated that #Microsoft #iSCSI target in Win Server 8 works fine with #VMware #vSphere5 / ESXi5, no errors - more: http://t.co/6qnLWFt7"
"microsoft","positive","126695555685560320","Wed Oct 19 16:25:49 +0000 2011","wow - #Microsoft tech turns your body into a touchscreen http://t.co/5hVBC5Bm via @PSFK"
"microsoft","positive","126693834846515200","Wed Oct 19 16:18:58 +0000 2011","Love the #Microsoft campus!  Love the feeling of the mixer building.  Thanks #vslive bringing the conference here!"
"microsoft","positive","126692533869871106","Wed Oct 19 16:13:48 +0000 2011","#microsoft #research shows #Holodesk. Awesome!!! The holodeck is one step closer! bit.ly/pCMJON #kinect /via @dvroegop"
"microsoft","positive","126691809417113600","Wed Oct 19 16:10:55 +0000 2011","RT @ralphbin: #Microsoft Research shows #Holodesk - looks like science fiction, but is science fact http://t.co/w5OCrbpm  Cool but  no sound"
"microsoft","positive","126689578886246400","Wed Oct 19 16:02:04 +0000 2011","#Microsoft Research shows #Holodesk - looks like science fiction, but is science fact http://t.co/vv6ltkYp"
"microsoft","positive","126689007512993792","Wed Oct 19 15:59:47 +0000 2011","Zune Music arrives in Canada! http://t.co/CJJ12v4I #microsoft #music #news"
"microsoft","positive","126688284343672832","Wed Oct 19 15:56:55 +0000 2011","#Kinect Makes Learning Playful with Help from #SesameStreet and #NationalGeographic #education #microsoft http://t.co/E5uhka8F"
"microsoft","positive","126685198531297281","Wed Oct 19 15:44:39 +0000 2011","Håper #microsoft lager ny releasepartyguide for #mango. #greatsuccess"
"microsoft","positive","126677986522054657","Wed Oct 19 15:16:00 +0000 2011","Hey parents! Did you know about the free tools from #Microsoft that help keep your kids safe online? Live Family Safety http://t.co/muuWbGPn"
"microsoft","positive","126674853230149632","Wed Oct 19 15:03:33 +0000 2011","“@sinanaral: Check out the new #Microsoft #faculty fellows here: http://t.co/2oeNsVG8 poised to change the world!” Go @jure !"
"microsoft","positive","126670032951443456","Wed Oct 19 14:44:23 +0000 2011","Maybe #apple could use some of it's billions to do some good in the world?...oh wait, that's what #microsoft does."
"microsoft","positive","126669652469350401","Wed Oct 19 14:42:53 +0000 2011","#Microsoft @ ISB... watching the new windows 8 in action...pretty impressive! Finally a contender to mac os.. Interesting battle in store"
"microsoft","positive","126668529046007808","Wed Oct 19 14:38:25 +0000 2011","#Microsoft tries to combine the #Xbox #WindowsPhone and #PC and all of them will share the same neat looking interface. http://t.co/J332zfpO"
"microsoft","positive","126665091381854208","Wed Oct 19 14:24:45 +0000 2011","Check out the new #Microsoft #faculty fellows here: http://t.co/GCicPEX4 poised to change the world!"
"microsoft","positive","126663720075141121","Wed Oct 19 14:19:18 +0000 2011","I became a #Citizenship #Member at @Microsoft ...Thanks #GOD :) #MSPEgypt #Microsoft"
"microsoft","positive","126659125751971840","Wed Oct 19 14:01:03 +0000 2011","Blog Post: Cool Tool : Microsoft Mouse Without Borders. http://t.co/uM860jFh #Tools #Utilities #microsoft"
"microsoft","positive","126658961263951873","Wed Oct 19 14:00:24 +0000 2011","Forget Siri, there is still no beating speech commands on @windowsphone: http://t.co/19GAjSGi #wp7 #mango #tellme #microsoft #siri"
"microsoft","positive","126658937155108866","Wed Oct 19 14:00:18 +0000 2011","#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMT #enterprise"
"microsoft","positive","126658528965439488","Wed Oct 19 13:58:41 +0000 2011","@RAD_Software Yes good points about #ERP but unfair assessment in saying ""#SAGE, #SAP and #Microsoft Dynamics, are not delivering"""
"microsoft","positive","126650473322262529","Wed Oct 19 13:26:40 +0000 2011","Good dev opportunities at #Microsoft UX Tour, Helsinki Finland http://t.co/hCKJXz4K"
"microsoft","positive","126638821948403712","Wed Oct 19 12:40:22 +0000 2011","@edbott you have sugar-coated the FSF secure boot reaction. This is blatant anti-#Microsoft propaganda."
"microsoft","positive","126637126010929152","Wed Oct 19 12:33:38 +0000 2011","V. impressed w/ Image Composite Editor from @MSFTresearch for creating panoramas from individual images. http://t.co/SO7W7spn Tx #Microsoft!"
"microsoft","positive","126633708315873280","Wed Oct 19 12:20:03 +0000 2011","RT @fran_mac_ I have been blown away by technological innovations.... #microsoft should do more #marketing!!"
"microsoft","positive","126629320948060161","Wed Oct 19 12:02:37 +0000 2011","I have been blown away by technological innovations.... #microsoft should do more #marketing!!"
"microsoft","positive","126611718376919041","Wed Oct 19 10:52:40 +0000 2011","RT @asherCFO: #Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it & now glad it didn't. This could b deal of the year that do ..."
"microsoft","positive","126610651916410881","Wed Oct 19 10:48:26 +0000 2011","#Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it & now glad it didn't. This could b deal of the year that dosent happen!"
"microsoft","positive","126608712407322624","Wed Oct 19 10:40:43 +0000 2011","#Microsoft presents #Omnitouch - http://t.co/ui0aD1FJ - Very impressive and futuristic technology!"
"microsoft","positive","126605340270788608","Wed Oct 19 10:27:19 +0000 2011","Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing, #Microsoft ’s investments paying off"
"microsoft","positive","126603756971360256","Wed Oct 19 10:21:02 +0000 2011","RT @bestpantsTen: http://t.co/P4m8xvaz #iPads less desired than #Windows tablets, says study #Apple #Microsoft #MS"
"microsoft","positive","126599751402668032","Wed Oct 19 10:05:07 +0000 2011","RT @DariuszPorowski: RT Me too! @rem8: On my way home from 1st day of #MTS11. Had great time with @alead @DariuszPorowski and others #mv ..."
"microsoft","positive","126596256138137600","Wed Oct 19 09:51:14 +0000 2011","#mango shows #microsoft still has the taste for smartphone success http://t.co/mAOQaplH"
"microsoft","positive","126583935139454976","Wed Oct 19 09:02:17 +0000 2011","#Microsoft details Search improvements in #Windows 8 Start Screen http://t.co/f6AztiaD"
"microsoft","positive","126581165636333568","Wed Oct 19 08:51:18 +0000 2011","one more picture of the services provided in the #cloud. I am in love with #Microsoft http://t.co/Q0QLeokZ"
"microsoft","positive","126579574921371648","Wed Oct 19 08:44:57 +0000 2011","Windows Runtime and .NET: Better Together http://t.co/z7BBJ1xU #dotnet #dev #WinRT #microsoft"
"microsoft","positive","126578340902617088","Wed Oct 19 08:40:02 +0000 2011","Nice talk by @renatmin #KenyaOpenDoor #microsoft #community"
"microsoft","positive","126570919513686018","Wed Oct 19 08:10:33 +0000 2011","OMG :) :) #Microsoft #Sharepoint is actually working!  Thanks to my excellent colleague William"
"microsoft","positive","126559269603647488","Wed Oct 19 07:24:15 +0000 2011","#windowsphone #wp7 #Microsoft really @google ? http://t.co/vI0htJRr  #icecreamsandwichfail innovation by imitation sad sad"
"microsoft","positive","126555956975910912","Wed Oct 19 07:11:06 +0000 2011","The more i use Office 2010 the more i fall in love it with. #honest #genius #microsoft"
"microsoft","positive","126553559847288832","Wed Oct 19 07:01:34 +0000 2011","@guardiantech I love the ""And now it is looking to China:"" Apple funds sweatshops there while Gates funds a foundation #apple #microsoft"
"microsoft","positive","126552645497405440","Wed Oct 19 06:57:56 +0000 2011","That was a good one(commercial). #microsoft"
"microsoft","positive","126532025552347136","Wed Oct 19 05:36:00 +0000 2011","Welcome Skype to the #Microsoft family. We can do amazing things together. http://t.co/YKCHtu8h #welcomeskype"
"microsoft","positive","126529895923843072","Wed Oct 19 05:27:32 +0000 2011","&lt;3 u #microsoft!!!"
"microsoft","positive","126499160995282944","Wed Oct 19 03:25:24 +0000 2011","Absolutely loving the ARC mouse, courtesy of the one and only @gregulator0. #inspired #microsoft"
"microsoft","positive","126494986983325696","Wed Oct 19 03:08:49 +0000 2011","Not a #Microsoft fan but this is cool. Video: Turn any surface into a #touchscreen http://t.co/yy1hNrbQ"
"microsoft","positive","126492789939765248","Wed Oct 19 03:00:05 +0000 2011","Wow #android #ics, lots of uh uh uh uh talk going on... forsure not a #microsoft #mango launch were people have public speaking skills"
"microsoft","positive","126479912407273472","Wed Oct 19 02:08:55 +0000 2011","Jus updated my computer to Windows 7 .....I'm on thanks to #microsoft"
"microsoft","negative","126802977813037057","Wed Oct 19 23:32:40 +0000 2011","ICS #android is going to kill both Mango #wmp #microsoft and #rimm.  it already killed webOS and Nokia OS..."
"microsoft","negative","126795554079510528","Wed Oct 19 23:03:10 +0000 2011","Only people with names beginning with 'A' are getting mail this week (a la #Microsoft)"
"microsoft","negative","126793207613894659","Wed Oct 19 22:53:51 +0000 2011","#Microsoft #Outlook #2011 for #Mac #sucks… #hate"
"microsoft","negative","126790861831938048","Wed Oct 19 22:44:31 +0000 2011","#Microsoft freezes some #Xbox accounts after hack reports - http://t.co/w051BfS0  via @CanadaIT"
"microsoft","negative","126789739180326913","Wed Oct 19 22:40:04 +0000 2011","#Update #Microsoft MS11-078 - Critical : Vulnerability in .NET Framework and Microsoft Silverlight Could Allow R... http://t.co/izO0WUNt"
"microsoft","negative","126788223409197058","Wed Oct 19 22:34:02 +0000 2011","#Microsoft #Windows Media Centre GUI #Fail #MajorFail"
"microsoft","negative","126786271921184768","Wed Oct 19 22:26:17 +0000 2011","How #Apple eclipsed #Microsoft. http://t.co/WU9bFI1h"
"microsoft","negative","126782820709441536","Wed Oct 19 22:12:34 +0000 2011","@theresamarosy haha k, thought everybody knew #Microsoft sucks."
"microsoft","negative","126781543879421952","Wed Oct 19 22:07:30 +0000 2011","@theresamarosy bc #IE , like everything #Microsoft makes is junk and super prone to crashing."
"microsoft","negative","126778114385772548","Wed Oct 19 21:53:52 +0000 2011","When #Microsoft ""violated U.S. antitrust laws""—leaving #Netscape out of business & #Novell wounded—it played ""dumb"". http://t.co/0WHHmAK4"
"microsoft","negative","126771575772020736","Wed Oct 19 21:27:53 +0000 2011","#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/YZhCdgFP"
"microsoft","negative","126771575654596608","Wed Oct 19 21:27:53 +0000 2011","#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/rzucFejc"
"microsoft","negative","126771575591665665","Wed Oct 19 21:27:53 +0000 2011","#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/Gjiu2zz1"
"microsoft","negative","126766935634485249","Wed Oct 19 21:09:27 +0000 2011","RT @schestowitz: When #Microsoft broke the law it played ""victim"". Now it engages in racketeering, calls victims ""outlaws"" (""respect our ..."
"microsoft","negative","126763744557662209","Wed Oct 19 20:56:46 +0000 2011","#Nokia workers ask, is chief executive a #Microsoft mole? http://t.co/lWJP9GiU"
"microsoft","negative","126763108080427009","Wed Oct 19 20:54:14 +0000 2011","RT @idtheftprotect: #Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/M ..."
"microsoft","negative","126761988608098304","Wed Oct 19 20:49:47 +0000 2011","I gave a try to Windows 8 Dev. Preview and it was good but the UI is way too messy right now, waiting for the Beta #microsoft #windows8"
"microsoft","negative","126759080860725248","Wed Oct 19 20:38:14 +0000 2011","Six PowerPoint Nightmares (and How to Fix Them) http://t.co/JsQ96NuQ #powerpoint #microsoft #presentations"
"microsoft","negative","126758070176059392","Wed Oct 19 20:34:13 +0000 2011","How #Apple eclipsed #Microsoft http://t.co/1fH0dFGj from @guardian"
"microsoft","negative","126754989409452032","Wed Oct 19 20:21:59 +0000 2011","This is kind of really creepy: Use your search engine the same way as @MileyCyrus would http://t.co/a050TG4L . . . #Microsoft"
"microsoft","negative","126754753697943552","Wed Oct 19 20:21:02 +0000 2011","Great time to be a family? #Microsoft #advertising enrages me. Again. http://t.co/pYT7vKRP"
"microsoft","negative","126753683630333952","Wed Oct 19 20:16:47 +0000 2011","With #Windows 8, #Microsoft can't forget past antitrust issues http://t.co/z4jWLQVu"
"microsoft","negative","126750481069510656","Wed Oct 19 20:04:04 +0000 2011","#Microsoft is currently paying to produce #swpats propaganda to lobby politicians with -- to make racketeering seem ""acceptable"""
"microsoft","negative","126748219261726721","Wed Oct 19 19:55:05 +0000 2011","There is nothing like sitting in the workshop all day talking to #microsoft and having to talk to them again tomorrow + waiting for parts."
"microsoft","negative","126748091083788288","Wed Oct 19 19:54:34 +0000 2011","RT @InformationWeek: Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discu..."
"microsoft","negative","126747859960856576","Wed Oct 19 19:53:39 +0000 2011","When #Microsoft broke the law it played ""victim"". Now it engages in racketeering, calls victims ""outlaws"" (""respect our IP"")."
"microsoft","negative","126747247563112448","Wed Oct 19 19:51:13 +0000 2011","I would be a lot happier if #Microsoft Word didn't freeze every 5 minutes."
"microsoft","negative","126746946093330434","Wed Oct 19 19:50:01 +0000 2011","@Anas_Monaffal LOL , i do both .. and for sure #Microsoft #DotNet is perfect, simple o ay 7aja ;) .. but sorry I HATE WINDOWS PHONES :P"
"microsoft","negative","126744670465306624","Wed Oct 19 19:40:58 +0000 2011","#Microsoft took 6 months to recruit Everson and 9 months to lose her to #Faceboook via Adweek http://t.co/l5mTm6Ig"
"microsoft","negative","126744386137624576","Wed Oct 19 19:39:51 +0000 2011","Comp crash #Microsoft :/ Wouldn't get this with an iMac -__-"
"microsoft","negative","126744132763910144","Wed Oct 19 19:38:50 +0000 2011","Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/Mn39R2vc"
"microsoft","negative","126744130784198656","Wed Oct 19 19:38:50 +0000 2011","Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/2iJK0VB3"
"microsoft","negative","126744129135845377","Wed Oct 19 19:38:49 +0000 2011","Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/DFFkvnSJ"
"microsoft","negative","126743725677346816","Wed Oct 19 19:37:13 +0000 2011","#WindowsPhone7 would get a lot more blog and review love if #Microsoft provided a tool to grab screenshots. It's nearly impossible #wpt"
"microsoft","negative","126740373883191296","Wed Oct 19 19:23:54 +0000 2011","RT @Saptha: When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail"
"microsoft","negative","126738867087884288","Wed Oct 19 19:17:55 +0000 2011","I hate #Microsoft PowerPoint!"
"microsoft","negative","126730748882460672","Wed Oct 19 18:45:39 +0000 2011","Is #Microsoft just another evil corporation? Beware when it comes to buying a #Windows8 PC http://t.co/QbgXXJMm"
"microsoft","negative","126730580934135809","Wed Oct 19 18:44:59 +0000 2011","#skype is now part of stupid #microsoft it seems"
"microsoft","negative","126730265551843329","Wed Oct 19 18:43:44 +0000 2011","#Skype is underwhelming: I use skype. It was recently bought by #Microsoft for  $8.5 billion. As such it has a v... http://t.co/Xli2bR42"
"microsoft","negative","126727758108823553","Wed Oct 19 18:33:46 +0000 2011","Apple + Microsoft...The Difference: How #Apple Eclipsed #Microsoft @PSFK: http://t.co/Rmi8oSMi #brand #brands #marketing #innovation"
"microsoft","negative","126726935572262912","Wed Oct 19 18:30:30 +0000 2011","#Microsoft knows how to kick off an opening, but I don't quite see the #edge for Windows Phone or their tablets #iSorry http://t.co/9XDdXN1w"
"microsoft","negative","126726458776358913","Wed Oct 19 18:28:36 +0000 2011","RT @amarsanghera The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions…"
"microsoft","negative","126724991495569408","Wed Oct 19 18:22:47 +0000 2011","If #Apple came out with gaming console (ala Xbox 360) that blew the current players out of water, #Microsoft and #Sony would be in trouble"
"microsoft","negative","126722961381134336","Wed Oct 19 18:14:43 +0000 2011","The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions? http://t.co/BlhHGOpo"
"microsoft","negative","126722095743893504","Wed Oct 19 18:11:16 +0000 2011","If #Microsoft had more interoperability between their products (Xbox 360, Windows 7, Windows Phone 7, Zune) I'd be a Windows Phone user."
"microsoft","negative","126720736848117760","Wed Oct 19 18:05:52 +0000 2011","#Microsoft - We put the ""backwards"" into backwards compatibility. #instantfollowback"
"microsoft","negative","126719328035942400","Wed Oct 19 18:00:16 +0000 2011","Is #Nokia chief executive a #Microsoft mole? http://t.co/jkOTcrMb
Stephen Elop accused of destroying Nokia so Microsoft can buy it cheap."
"microsoft","negative","126718833493938176","Wed Oct 19 17:58:18 +0000 2011","#Microsoft #Dynamics #NAV is a cesspit. Extreme consultingware. To be avoided..."
"microsoft","negative","126716806688804865","Wed Oct 19 17:50:15 +0000 2011","Wow. Lots of negative comments about #windows8 on the @BuildWindows8 blog. I sure hope #Microsoft is listening #keepthedesktop"
"microsoft","negative","126714471543619584","Wed Oct 19 17:40:58 +0000 2011","When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail"
"microsoft","negative","126712110095925250","Wed Oct 19 17:31:35 +0000 2011","Distrust and angst amongst #Nokia employees against #Selop #Microsoft fixation. http://t.co/jkOTcrMb"
"microsoft","negative","126705293055889408","Wed Oct 19 17:04:30 +0000 2011","I am quickly falling in love with #Apple #iCloud. Finally a web-based solution to wave my old #Microsoft Outlook bye-bye"
"microsoft","negative","126704033779023872","Wed Oct 19 16:59:30 +0000 2011","""Yeh behatreen samay hay parivar honeka"" says the #microsoft #ad in hindi. Preaching family values to indians? Get a local ad agency guys"
"microsoft","negative","126700315507572736","Wed Oct 19 16:44:43 +0000 2011","#BOFH excuse #447: According to #Microsoft, it's by design | #IFollowBack #Instantly"
"microsoft","negative","126700014385897472","Wed Oct 19 16:43:32 +0000 2011","I sware to go, #windows and #microsoft will be the death of me...I don't know why I keep giving windows (cont) http://t.co/3rkOchzr"
"microsoft","negative","126692062757269505","Wed Oct 19 16:11:56 +0000 2011","RT @EA_Jorge: I'm on day 80-something of my Xbox LIVE acct being hacked. This is worse than PSN hack. Will I ever get it back? #Microsof ..."
"microsoft","negative","126691815394000896","Wed Oct 19 16:10:57 +0000 2011","Thanks again #microsoft for wasting more of my time. Apple&gt;windows http://t.co/GNy9G07B"
"microsoft","negative","126690175656001538","Wed Oct 19 16:04:26 +0000 2011","Dear #Microsoft, I should only have to hit the Windows update button *once* when manually running updates, not 4 or 5 times. #sysadmin"
"microsoft","negative","126689051960033280","Wed Oct 19 15:59:58 +0000 2011","Totally unproductive day with no access to #Microsoft Excel or Word, aaargh! Will be working late tonight after hubby fixes. #fingerscrossed"
"microsoft","negative","126686283769712640","Wed Oct 19 15:48:58 +0000 2011","RT @ManelFMartinez: How #Apple eclipsed #Microsoft http://t.co/IJ6XyDp3  #sun rise #in via @guardian"
"microsoft","negative","126686075287642112","Wed Oct 19 15:48:08 +0000 2011","How #Apple eclipsed #Microsoft http://t.co/IJ6XyDp3  #sun rise #in via @guardian"
"microsoft","negative","126682137972834305","Wed Oct 19 15:32:29 +0000 2011","I don't understand y @Google mail can work seamlessly in all browsers in all platforms and #Microsoft Exchg sucks n says you need IE6."
"microsoft","negative","126681641388216320","Wed Oct 19 15:30:31 +0000 2011","#Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/MdQhb6x3"
"microsoft","negative","126681389570596865","Wed Oct 19 15:29:31 +0000 2011","@nicholi57 @yuvalz @MobileBurn lets's wait and see if it interests ppl, #MeeGo does... No one likes #Microsoft, we are just forced fed WPs"
"microsoft","negative","126680630087008257","Wed Oct 19 15:26:30 +0000 2011","I'm on day 80-something of my Xbox LIVE acct being hacked. This is worse than PSN hack. Will I ever get it back? #Microsoft #Xbox #Fail"
"microsoft","negative","126679134817624066","Wed Oct 19 15:20:33 +0000 2011","Interesting read - How #Apple eclipsed #Microsoft http://t.co/hFWpbMY6 via @guardian (cc: @elcheicon)"
"microsoft","negative","126677032837971968","Wed Oct 19 15:12:12 +0000 2011","So let me get this straight, #microsoft makes windows phone, microsoft owns skype but there's no #skype app for windows phone."
"microsoft","negative","126675041353076738","Wed Oct 19 15:04:18 +0000 2011","#microsoft update is so slow  :(( http://t.co/37IGhGic"
